title,genre,director,country,year,Rate IMDb
Вонка,мюзикл фэнтези,Пол Кинг,США   Великобритания,2023,7.2
"Вонгу Фу, с благодарностью за всё! Джули Ньюмар",комедия,Бибан Кидрон,США,1995,6.7
"Вон Тон Тон — собака, которая спасла Голливуд",комедия,Майкл Уиннер,США,1976,4.8
Воробей,драма,Юрий Шиллер,Россия,2010,6.6
Воробей,драма,Франко Дзеффирелли,Италия   Япония,1993,6.7
Воришки,комедия семейный фильм фэнтези,Питер Хьюитт,Великобритания,1997,5.9
Вор в законе,боевик   триллер   криминальный фильм,Джон Ву,Канада,1996,5.2
Вор,драма     военный фильм,Павел Чухpaй,Франция   Россия,1997,7.6
Ворон 2: Город ангелов,"Супергероика ,  городское фэнтези",Тим Поуп,США,1996,4.6
Ворон,"приключения ,
 фэнтези ,
 
 фильм ужасов","Алекс Пройас ,
 Тим Поуп ,
 Бхарат Наллури ,
 
 Лэнс Манджиа","Великобритания ,
 
   США",1994-н.в.,
Воры и проститутки. Приз — полёт в космос,комедия,Александр Сорокин,Россия,2003,1.9
Воры в законе,криминальная  драма,Юрий Кара,СССР,1988,6.0
Ворчун,"комедия ,  приключенческий",Кастеллано и Пиполо,Италия,1986,6.2
Ворошиловский стрелок,криминальная драма,Станислав Говорухин,Россия,1999,7.4
Воскресенье,драма,Светлана Проскурина,Россия,2019,6.2
Воскресенье,драма  /  мелодрама,Джонатан Носситер,США,1997,6.7
Воспитание чувств,мини-сериал экранизация драма мелодрама,Марсель Кравенн     (фр.)  ( рус.,Франция,,8.3
Воспитание Риты,драма кинокомедия,Льюис Гилберт,Великобритания,1983,7.2
Воспитание крошки,"эксцентрическая комедия 
 
 комедия о возобновлении брака",Говард Хоукс,США,1938,7.8
Воспитание Каина,фильм ужасов триллер детективный фильм,Брайан Де Пальма,США,1992,6.1
Воскрешение из мёртвых,фильм ужасов,Майк Ньюэлл,Великобритания,1980,4.8
Воспоминания о звёздной пыли,трагикомедия,Вуди Аллен,США,"1980 ,  22 января   1981 [1] ,  26 сентября   1980 [2]  и  10 октября   1980 [2]",7.2
Воспоминания о будущем,драма исторический,Джеймс Кент,Великобритания,"14 октября   2014 ,  16 января   2015 ,  5 июня   2015 ,  19 июня   2015 ,  16 сентября   2015 ,  23 сентября   2015  и  2014",7.2
Воспоминания о будущем,"документальный 
 научно-популярный 
 псевдонаучный",Харальд Райнль,ФРГ,1970,6.2
Восставший из ада 7: Армия мертвецов,фильм ужасов,Рик Бота,США,2005,4.4
Восставший из ада 6: Поиски ада,фильм ужасов,Рик Бота,США,2002,4.9
Восставший из ада 5: Инферно,фильм ужасов,Скотт Дерриксон,США,2000,5.4
Восставший из ада 4: Кровное родство,научно-фантастический   исторический   фильм ужасов,Кевин Ягер  (в титрах указан как Алан Смитти),США,1996,5.1
Восставший из ада 3: Ад на Земле,фильм ужасов,Энтони Хикокс,США,1992,5.5
Восточный роман,"драма, мелодрама",Виктор Титов,Россия,1992,3.8
Восточный коридор,притча   военный фильм,Валентин Виноградов,СССР,1966,7.3
Восточный ветер 3,"приключенческий фильм ,  семейный фильм  и  комедийный фильм",Катя фон Гарнье [2],Германия,27 июля   2017 [1] [2],6.0
Восход тьмы,приключения драма фэнтези,Дэвид Л. Каннингэм,США,2007,4.7
Восход солнца в Кампобелло,исторический фильм драма,Винсент Донехью,США,1960,6.8
Восход солнца,драма,Фридрих Вильгельм Мурнау,США,1927,8.1
Восход Скорпиона,авангард,Кеннет Энгер,США,1963,6.8
Восход полной луны,комедийный   фильм ужасов,Ларри Коэн,США,1981,4.8
Вот моё сердце,драматический фильм,Джошуа Леонард,США,2018,5.4
Вот конь бледный,драматический фильм  и  военный фильм,Фред Циннеманн [2] [1],США,1964  и  14 октября   1964 [1],6.7
"Вот и мы, жизнь!",драма,Тапио Суоминен,Финляндия,1980,6.8
Вот и лето прошло…,детский фильм,Александр Игишев,СССР,1972,6.3
Восьмой шар,"драма ,  криминал",Аку Лоухимиес,Финляндия,2013,6.3
Восьмой класс,комедийная драма история взросления,Бо Бёрнэм,США,2018,7.4
Восьмое чудо света,спортивная  комедия,Самсон Самсонов,СССР,1981,5.1
Восьмёрка выбывает из игры,драма,Джон Сейлз,США,1988,7.2
Восьмёрка,криминальная  драма,Алексей Учитель,Россия,2013,5.1
8 миля,"драма ,  байопик ,  музыкальный фильм",Кёртис Хэнсон,США,2002,7.2
Восьмая жена Синей Бороды,романтическая комедия,Эрнст Любич,США,1938,7.2
Восхождение Юпитер,боевик фантастика приключения,Лана и Лилли Вачовски,США   Австралия,2015,5.3
Восхождение тёмного ангела,фильм ужасов   мелодрама,Линда Хассани,США     Румыния,1994,5.8
«Восхождение пехотинца»,криминальная   драма фильм-биография боевик,Джулиан Гилби,Великобритания,2007,6.8
Восхождение,Приключения Драма,Джон Шмидт,США,2002,5.8
Восхождение,драма военный фильм,Лариса Шепитько,СССР,1976,8.2
Восходящее солнце,боевик криминальный фильм драма,Филип Кауфман,США,1993,6.2
Восход Люцифера,авангард   фэнтези,Кеннет Энгер,США     Великобритания     ФРГ,1980,7.1
Восход луны,нуар,Фрэнк Борзейги,США,1948,7.0
Восход «Чёрной луны»,боевик фантастика триллер,Харли Коклисс,США,1986,5.5
Восхитительная ложь,мелодрама,Ханс Шварц,Германия,1929,7.2
Восточный ветер 2,приключения семейный драма,Кати фон Гарнье,Германия,2015,6.3
Вот моя деревня,киноповесть,Борис Дуров,СССР,1972,6.6
Восточный ветер,приключения семейный драма,Кати фон Гарнье,Германия,2013,6.7
Восточные кондоры,боевик военная драма,Саммо Хун,Гонконг,1987,7.1
Впусти меня. Сага,фильм ужасов драма,Мэтт Ривз,Великобритания   США,2010,7.1
Впусти меня,"мистический триллер ,  фэнтези ,  мелодрама",Томас Альфредсон,Швеция,2008,7.8
Впритык,комедия бадди-муви,Тодд Филлипс,США,2010,6.5
Вполне естественно,драма,Кристофер Ларкин,США,1974,6.7
Впереди одни неприятности,триллер,Джеффри Рейнер,США,1993,5.5
Враг народа Бухарин,политическая  драма,Леонид Марягин,СССР,1990,6.3
Враг народа,драма,Сатьяджит Рай,Индия,1990,7.3
Враг мой,фантастика драма,Вольфганг Петерсен,США,1985,6.8
Врата юности,Фильм-драма,"Киндзи Фукасаку ,  Корэёси Курахара",Япония,1981,6.6
Врата тьмы,"сверхъестественное ,  ужасы",Ули Эдель,США,2015,5.2
Врата рая,документальный,Эррол Моррис,США,1978,7.3
Врата рая,вестерн,Майкл Чимино,США,1980,6.7
Врата ночи,драматический фильм,Марсель Карне,Франция,1946,7.1
Времена сердца,драма,Ли Грант,США,1994,5.9
Времена землемеров,драма,Волдемар Пуце,СССР,1968,7.3
Времена года,драма,Нури Бильге Джейлан,Турция,2006,7.1
Время летать,"трагикомедия ,  фарс",Алексей Сахаров,СССР,1987,5.6
Время Каира,драма мелодрама,Руба Надда,Канада,2009,6.6
Время игр,эротика драма,Джо д’Амато,Италия,1989,3.5
Время и семья Конвей,драма,Владимир Басов,СССР,1984,7.3
Время пьяных лошадей,драма,Бахман Гобади,Иран,2000,7.7
Время путешествия,Документальное кино,Андрей Тарковский Тонино Гуэрра,Италия,1983,7.2
Время псов,боевик триллер,Джонатан Мостоу,США       Великобритания,2017,5.6
Всадник без головы,"вестерн ,  детектив",Владимир Вайншток,СССР   Куба,1973,6.4
Всадник без головы,комедия /  ужасы,Эдвард Вентурини,США,1922,5.0
Врубай на полную катушку,мелодрама,Аллан Мойле,Канада   США,1990,7.2
Врождённый порок,комедийная драма неонуар детектив,Пол Томас Андерсон,США,2014,6.6
"Время, вперёд!",оптимистическая  драма,"Михаил Швейцер ,  София Милькина",СССР,1965,7.2
Всадники Германской Восточной Африки,приключенческий фильм,Герберт Зельпин,Германия,1934,6.3
Всадники,триллер ужасы драма детектив,Юнас Окерлунд,США,"2008 ,  6 марта   2009 [1]  и  2009",5.5
Всадники,военный фильм,Вадим Костроменко,СССР,1972,6.8
Всё ещё мертвы,"ужасы ,  триллер",Филип Адриан Бут,США,6 октября 2014,3.4
Всё для вас,"комедия ,  мюзикл",Мария Барабанова Владимир Сухобоков,СССР,1964,6.6
Все деньги с кошельком,драма,Виталий Дудин,СССР,1981,
Все деньги мира,триллер криминал,Ридли Скотт,США,2017,6.8
Всё дело в воде,Романтическая комедия,Келли Хёрд,США,1997,6.1
Всё меняется,комедия криминальный фильм драма,Дэвид Мэмет,США,1988,7.0
Все маленькие животные,триллер драма приключения,Джереми Томас,США,1998,6.7
Все люди лгут,триллер драма,Брайан Брайтил,США,2013,4.2
Все любят китов,драма семейный,Кен Куопис,США,2012,6.5
Все леди делают это,эротика мелодрама,Тинто Брасс,Италия,1992,5.2
Всё кувырком,Кинокомедия,Хелла Йооф,Дания   Германия,2001,6.0
Все кошки серы,драматический фильм,Savina Dellicour [d],Бельгия,2015  и  31 марта   2016 [1],6.8
Все копы — ублюдки,драма,Стефано Соллима,Италия,2012,6.6
Всё как надо,комедия  /  драма,Рэндл Клайзер,Великобритания,1989,6.4
Всё к лучшему,"комедия ,  мелодрама",Крис Д’Ариенцо,США,2010,5.8
Всё к лучшему,короткометражный фильм,Вагиф Мустафаев,Азербайджан,1997,8.2
Всё исправить,"комедия ,  мелодрама ,  музыкальный фильм",Антон Калинкин,Россия,2016,
Всё или ничего,комедия боевик приключения,Дмитрий Суворов,Россия,2018,5.2
Всё или ничего,"комедия ,  спорт",Питер Сигал,США,2005,6.4
Всё или ничего,драма,Майк Ли,Великобритания   Франция,2002,7.5
Всё из-за этой шальной Паулины,эксцентрическая комедия,Вия Бейнерте (Рамане),СССР,1979,
Всё из-за Пита Тонга,драма   Псевдодокументальный фильм,Майкл Даус,Великобритания   Канада,2004,7.2
Всё из-за молока,комедия,Фрэнк Пауэлл,США,1910,6.0
Всё золото мира,кинокомедия,Рене Клер,Франция     Италия,1961,6.1
Все захваты разрешены,боевик,Томас Райт,США,1989,4.4
Всё закончится с нами,романтика,Джастин Бальдони,США,2024,7.7
Всё ещё Элис,драма,Ричард Глатцер Уош Уэстморленд,США,2014,7.5
Все меры предосторожности,боевик,Уолтер Хилл,США,1987,6.6
Всё дело в брате,детский фильм,Валентин Горлов,СССР,1976,5.9
"Все говорят, что я люблю тебя",комедия мелодрама мюзикл,Вуди Аллен,США,1996,6.7
Всё наоборот,мелодрама,"В. Фетисов,  В. Грамматиков",СССР,1981,6.7
Всё на продажу,драма,Анджей Вайда,Польша,1968,6.8
Все мы убийцы,драматический фильм,Андре Кайат [2],Франция   Италия,1952,7.2
Все мои сыновья,Драма,Ирвинг Рейс,США,1948,7.3
Всё по-честному,комедия,Дмитрий Астрахан,Россия,2007,2.9
Всё по-взрослому,Мелодрама,Алекси Салменперя,Финляндия       Швеция,2004,6.1
Всё схвачено!,криминальная   комедия,Джон Фавро,США,"2001 ,  13 июля   2001 [1]  и  31 августа   2001 [1]",6.3
Все старые ножи,фильм-триллер  и  экранизация романа [d],Янус Мец Педерсен [d],США,2022,6.1
Всё сначала,драма,Ксавье Джанноли,Франция,2009,7.1
Все свои,комедия,Сильвестр Хенциньский,Польша,1967,7.9
Всегда готовы,"комедия ,  боевик",Энцо Барбони,Италия   США,1983,7.1
Всегда готов,семейный фильм кинокомедия,Срину Вайтла,Индия,2008,7.2
Всегда говори «Да»,комедия,Пейтон Рид,США   Австралия,2008,6.8
Всплеск,фэнтези мелодрама комедия,Рон Ховард,США,1984,6.3
Вслед за плывущими облаками,военная   драма,Миёдзи Иэки,Япония,1953,6.5
Вскрытие пришельца,комедия научная фантастика,Джонни Кэмпбелл,Великобритания,2006,5.9
Вскрытие,драматический фильм,Пабло Ларраин,Чили   Мексика,2010,6.5
Вскрытие,фильм ужасов     триллер,Адам Гираш,США,2009,5.0
Встреча на далёком меридиане,"Киноповесть, экранизация",Сергей Тарасов,СССР,1977,5.8
Встреча двух сердец,мелодрама,Сидни Поллак [1] [2] […],США,1973,7.0
Встреча в ущелье смерти,,Тахир Сабиров,СССР,1979,
Всю ночь напролёт,комедия,Жан-Клод Трамонт,США,1981,5.5
Вступление,Драма,Игорь Таланкин,СССР,1963,7.6
Вступительный акт,комедийный фильм,Стив Бирн [d],США,2020,6.0
Вступая в контакт,фантастика,Роланд Эммерих,ФРГ   США,1985,4.7
Встречный,драма,Фридрих Эрмлер   Сергей Юткевич,СССР,1932,6.6
Вторая истина,детектив драма,Кристиан-Жак,Франция   Италия,1966,6.0
Вторая Жикина династия,комедийный фильм,Зоран Чалич,Сербия,1986,7.5
Вторая жизнь Уве,драма комедия,Ханнес Хольм,Швеция,2015,7.7
Второе дыхание,военный фильм криминальный фильм приключенческий фильм,Михаил Туманишвили,Россия,2008,
Второе дыхание,"драма ,  триллер ,  детектив",Ален Корно,Франция,2007,5.7
Второе дыхание,мелодрама,Бибан Кидрон,США  /  Япония,1992,6.1
Второе дыхание,"драма ,  триллер ,  детектив",Жан-Пьер Мельвиль,Франция,1966,7.9
Второй шанс,драма,Дэн Фогельман,США,2014,7.0
Второй шанс,триллер драма,Сюзанна Бир,Дания,2014,6.8
Второй шанс,драма,Фил Джоану,США,2006,7.1
Вторые,"научно-фантастический фильм [2] ,  экранизация литературного произведения [d] ,  драматический фильм  и  артхаусный научно-фантастический фильм [d]",Джон Франкенхаймер [2] [3],США,1966  и  2 октября   1966 [1],7.6
Второй шанс,Фильм нуар,Рудольф Мате,США,1953,5.9
Второй трагический Фантоцци,эксцентрическая  комедия  положений,Лучано Сальче,Италия,1976,7.7
Второй раз в Крыму,,Павел Любимов,СССР,1984,6.7
Второй пропущенный звонок,фильм ужасов,Рэнпей Цукамото,Япония,2005,5.3
Второй в команде,боевик,Саймон Феллоуз,США     Румыния,2006,4.9
"Второе счастье, или Кино за 40 часов",Комедия,Катя Райская,Россия,2016,
Вторжение: Битва за рай,приключения боевик драма,Стюарт Битти,Австралия   США,2010 [4] [5],6.1
Вторжение пришельцев: S.U.M.1,"Ужасы, фантастика, триллер",Кристиан Паскуариелло [d] [1],Германия,11 марта 2017 г,4.3
Вторжение похитителей тел,ужасы фантастика,Филип Кауфман,США,1978,7.4
Вторжение похитителей тел,"научная фантастика ,  триллер",Дон Сигел,США,1956,7.7
Вторжение обитателей летающих тарелок,комедийный   научно-фантастический   фильм ужасов,Эдвард Кан [en],США,1957,5.3
Вторжение на Землю,фантастический фильм боевик,Шон Каннингем,США   Канада,2002,5.0
Вторжение извне,фантастика   триллер   боевик,Доминик Бёрнс,Великобритания,2012,3.1
Вторжение динозавров,научно-популярный фильм детский фильм,Джонатан Эйр,США,1988,
Вторжение динозавра,ужасы фантастика драма,Пон Чжун Хо,Республика Корея,2006,7.1
«Вторжение далеков на Землю»,,Гордон Флеминг,,,5.9
Вторжение в США,боевик,Джозеф Зито,США,1985,5.4
Вторжение,фантастика драма,"Фёдор Бондарчук ,
 
 Олег Трофим",Россия,2019,5.6
Вторжение,научная фантастика триллер,Оливер Хиршбигель Джеймс Мактиг [1],США,2007,5.9
Взлом и проникновение,триллер / мелодрама / драма,Энтони Мингелла,Великобритания   США,2006,6.5
Вуайеристы,триллер,Майкл Мохан [d],США,2021,7.5
«Вторжение»,мелодрама,Виллен Новак,СССР,1980,7.0
Вторжение,драма,Уго Сантьяго,Аргентина,1969,7.2
Вторая тень,"драма ,  фильм-биография ,  исторический фильм",Сильвано Агости,Италия,2000,6.8
Вторая попытка Виктора Крохина,мелодрама,Игорь Шешуков,СССР,1977,6.9
"Вы умрёте, или мы вернём вам деньги",боевик комедия,Том Эдмундс,Великобритания,2018,6.3
"""Вы не оставите меня...""",мелодрама,Алла Сурикова,Россия,2006,5.9
Вы не знаете Джека,драма   биография,Барри Левинсон,США,,7.5
Выборы,гангстерская   драма,Джонни То,Гонконг,2005,7.1
Выборгская сторона,историко-революционный,Григорий Козинцев Леонид Трауберг,СССР,2 февраля 1939 года,6.0
Выбор цели,"исторический ,  драма",Игорь Таланкин,СССР,1974,6.5
Выбор царской невесты,короткометражная   драма,Василий Гончаров,Российская империя,1909,
Выбор Хобсона,комедия мелодрама,Дэвид Лин,Великобритания,1954,7.7
Выживание мертвецов,фильм о зомби,Джордж Ромеро,США,2009,4.8
Выжженная земля,"драма, военный фильм",Кнут Андерсен,Норвегия,1969,6.5
Вызов,криминальная драма,Ф. Гэри Грей,США,1996,6.9
Вызов,боевик,Джон Франкенхаймер,США,1982,6.2
Вызов,Драма,Франческо Рози,Италия   Испания,1958,6.8
Выжить вместе,"реалити-шоу ,
 
навыки выживания","Райан Миллер, Бенгт Андерсон, Брайан Рейчелт",Великобритания,2010,7.4
Выжить в Йобурге,фантастика,Нил Бломкамп,Канада,6 сентября 2006,7.2
Вынужденная месть,боевик приключенческий фильм,Джеймс Фарго,США,1982,5.5
Вымышленные герои,драма,Дэн Харрис,США Германия Бельгия,2004,7.1
Вымогательство,боевик криминальный фильм драма,Джеймс Гликенхаус,США,1988,6.0
Высокий перевал,драма     военный фильм,Владимир Денисенко,СССР,1981,5.4
Высокий блондин в чёрном ботинке,комедия,Ив Робер,Франция,1972,7.2
Высокие чувства,драма,Леонид Пляскин,Россия,2008,6.9
Высокие ставки,Триллер,Амос Коллек,США,1989,4.1
Высокие надежды,драма комедия,Майк Ли,Великобритания,1988,7.4
Выстрел на поражение,криминальный фильм   драма,Бен Тейлор,США,1998,5.6
Выстрел на перевале Караш,"истерн ,  драма ,  экранизация",Болотбек Шамшиев,СССР,1968,6.3
Выстрел в упор,триллер,Джон Бурмен,США,1967,7.3
Выход толстого дракона,"боевик ,  комедия",Саммо Хун,Гонконг,1978,6.6
Выход тигра,комедия,Артур Хиллер,США,1967,5.8
Выход рабочих с фабрики,Документальный,Луи Люмьер,Франция,1895,6.8
Выход дьявола,Ужасы,Теренс Фишер,Великобритания,1968,6.9
Выход дракона,фильм о боевых искусствах,Роберт Клауз,Гонконг   США,1973,7.6
Гавана,драма,Сидни Поллак,США,1990,6.1
"Гавайи, Осло",драматический фильм [2],Эрик Поппе [d] [1] [2] […],Норвегия [1] [3]   Швеция [3]   Дания [3],24 сентября   2004 [1],7.0
Габриэль,драма мелодрама,Луиз Аршамбо,Канада  (   Квебек ),2013,7.0
"Гагарин, я вас любила",документальный,Валентина Руденко,Германия   СССР,1991,8.6
Гаврош,драма,Татьяна Лукашевич,СССР,1937,6.4
Гавр,драма  /  комедия,Аки Каурисмяки,Финляндия   Франция   Германия,2011,7.2
Гавань в цвету,"фильм-драма ,  комедия",Кэйсукэ Киносита,Япония,1943,6.5
Гавань,криминальный фильм драма,Фрэнк Э. Флауэрс,Великобритания   Германия   США   Испания,2004,5.7
7 дней в Гаване,драма,Бенисио Дель Торо Пабло Траперо Элиа Сулейман Хулио Медем Гаспар Ноэ Хуан Карлос Табио Лоран Канте,Испания   Франция,2012,6.0
Габбар Сингх,"боевик ,  драма",Хариш Шанкар,Индия,2012,7.1
"Га, га. Слава героям",научная фантастика,Пётр Шулькин,Польша,1986,7.0
Вьетнамские ангелы,боевик,Джек Старрет,США,1970,5.3
Вьетнам,документальный фильм,Роман Кармен,СССР   Северный Вьетнам,1955,
Вьена и «Призраки»,музыкальный фильм  и  романтический фильм,Херардо Наранхо,США,2020,4.3
Вышибалы,кинокомедия,Роусон Маршалл Тёрбер,США [2] [2],2004,6.7
Вышибалы,драма криминальный фильм,Брайан Коппельман Дэвид Левиен,США,2001,6.1
Вышибала: Эпический замес,комедия,Джей Барушель,Канада,2017,5.8
Вышибала,комедия,Майкл Даус,Канада,2011,6.8
Вышибала,"триллер ,  драма",Джордж Ромеро,США   Канада   Франция,2000,5.3
Выше Радуги,"сказка ,  музыкальный фильм",Георгий Юнгвальд-Хилькевич,СССР,1986,7.0
Выше неба,драма,Дмитрий Маринин,Белоруссия,2012,6.9
Вычислитель,фантастика драма,Дмитрий Грачёв,"Россия 
 
   Исландия",2014,4.5
Выходные в Калифорнии,"комедия ,  музыкальный фильм",Норман Таурог,США,1966,5.7
Гагарин. Первый в космосе,"драма ,  биография ,  история",Павел Пархоменко,Россия,2013,6.5
Выходи за меня замуж,комедия,Дэвид Дхаван,Индия,2004,6.7
Выхода нет,боевик,Джон Эрик Даудл,США,2015,6.7
Выхода нет,"Боевик ,  Криминальный фильм ,  драма ,",Ваге Саян,Армения,2014,6.6
Выхода нет,Фильм нуар Социальная драма,Джозеф Манкевич,США,1950  и  16 августа   1950,7.4
Гайд-Парк на Гудзоне,фильм-биография комедия драма,Роджер Мичелл,Великобритания,2012,5.9
Гайвер 2: Тёмный герой,"фантастика ,  боевик ,  супергероика",Стив Ванг,США,1994,5.8
Гамера против Баругона,"фантастика ,  приключения",Сигэо Танака,Япония,1966,5.1
Гамера 3: Месть Ирис,драма   фэнтези   фильм ужасов,Сюсукэ Канэко,Япония,1999,7.1
Гамера 2: Нападение космического легиона,"фантастика ,  токусацу ,  боевик",Сюсукэ Канэко,Япония,1996,7.0
Гамера,фантастика,Нориаки Юаса,Япония,1965,5.2
"Гамера - супер-монстр, Космический монстр Гамера",фантастика-дай кайдзю,Нориаки Юаса     (англ.)  ( рус.,Япония,1980,3.6
Ганга Дин,приключения,Джордж Стивенс,США,1939,7.2
Гамлет. XXI век,драма,Юрий Кара,Россия,2009,4.0
Гараж,"драма ,  комедия",Брэндон Коул,США,1998,5.0
Гараж,сатира трагикомедия,Эльдар Рязанов,СССР,1979,8.0
Гараж,кинокомедия,Роско Арбакл,США,1920,6.7
Гараж «Олимпо»,драма,Марко Бечис,Италия   Аргентина   Франция,1999,7.3
Ганц,триллер,Синсукэ Сато,Япония,2011,6.4
"Гарри — друг, который желает вам добра",драма триллер,Доминик Молль,Франция,2000,7.1
Гарпастум,историко - спортивная   драма,Алексей Герман мл.,Россия,2005,6.4
Гастарбайтер,мелодрама,Юсуп Разыков,Узбекистан   Россия,2009,7.4
Гаскойн. Легенда Англии,документальный фильм,Джейн Престон,Великобритания,2015,7.0
Гарфилд 2,"комедия ,    семейный",Тим Хилл,США [3]   Великобритания [3],2006,5.0
Гарфилд,комедия,Питер Хьюитт,США,2004,5.0
Гарриет,драма,Кейси Леммонс,США,2019,6.7
"Где моя тачка, чувак?",фантастическая   комедия,Дэнни Лейнер,США,2000,5.5
Где живёт опасность,Фильм нуар,Джон Фэрроу,США,1950,6.7
Где же мечты юности?,драма комедия,Ясудзиро Одзу,Япония,1932,6.9
Где соприкасаются руки,драма,Амма Асанте,Великобритания,2018,6.6
Где скрывается правда,криминальный фильм  драма   триллер,Атом Эгоян,Канада   Великобритания,2005,6.4
Где свобода?,драма комедия,Роберто Росселлини,Италия,1954,6.9
Где одного алиби мало,"детективный ,  криминальный ,  драма",Владимир Чех,Чехословакия,1961,6.3
Где находится нофелет?,комедия,Геральд Бежанов,СССР,1987,6.6
Геклен,приключенческий фильм исторический фильм,Бернар де Латур,Франция,1948,6.2
Геката,драма мелодрама,Даниэль Шмид,Швейцария   Франция,1982,5.9
Гейша,драма,Кэндзи Мидзогути,Япония,1953,7.6
Генерал,драма военный фильм,Игорь Николаев,Россия,1992,5.9
Генерал,военная   комедия,Клайд Брукман   Бастер Китон,США,1926,8.1
Гена Бетон,комедийный фильм,Роман Качанов,Россия,2013,5.8
Ген жестов: Первые глухие супергерои,супергеройский фильм  и  боевик,Эмилио Инсолера,США,14 сентября   2017,7.4
Гемоглобин,фильм ужасов,Питер Сватек,США     Канада,1997,4.3
Гемини,остросюжетный боевик,Энг Ли,США,2019,5.7
Гельветика,документальный фильм,Гари Хастуит,Великобритания,2007,7.2
Гелли и Нок,мелодрама экранизация,Вадим Ильенко,Украина,1995,7.4
Галлиполи,документальный,Толга Орнек [d] [1],Турция,2005,7.4
Гекльберри Финн,детский музыкальный,Джей Ли Томпсон,США,1974,5.6
Гекльберри Финн,детская   комедия,Норман Таурог,США,1931,6.3
Геймер,фантастика боевик,Невелдайн Тейлор,США,2009,5.7
Гейби,Кинокомедия,Джонатан Лисеки,США,2012,6.0
Гей-бар в маленьком городке,документальный,Малкольм Ингрэм,США,2006,7.1
Геи-ниггеры из далёкого космоса,"научно-фантастический фильм ,  юмористическая научная фантастика [d] ,  комедийный фильм [1] ,  blaxploitation ,  кинопародия [2] ,  ЛГБТ-фильм [d]  и  короткометражный фильм [3]",Мортен Линдберг,Дания,1992,5.8
Где-то там,документальный фильм,Николаус Гейрхалтер,Австрия,2001,8.5
Где-то плачет иволга…,"драма, военный, биография",Эдмонд Кеосаян,СССР,1982,5.3
Где-то есть сын,драма,Артур Войтецкий,СССР,1962,6.3
Где-то в ночи,триллер нуар,Джозеф Лео Манкевич,США,1946,7.0
Где-то,"комедия ,  драма",София Коппола,США,2010,6.3
Где-нибудь я найду тебя,драма мелодрама военный фильм,Уэсли Рагглз,США,1942,6.1
"Где это видано, где это слыхано",комедия,Валентин Горлов,СССР,,6.8
Генеральская дочь,драма   криминальный фильм,Саймон Уэст,США,1999,6.4
Генералы песчаных карьеров,драма,Холл Бартлетт,США,1971,6.8
Генерал погибшей армии,комедийная драма  и  драматический фильм,Лучано Товоли [1],Франция   Италия,1983,5.9
Генерал и маргаритки,драматический фильм,Михаил Чиаурели,СССР,1962,6.1
Генерал звёздных войн,документальный,Александр Мержанов,Россия,,
Генрих V,драма исторический фильм,Теа Шеррок     (англ.)  ( рус.,Великобритания,,8.3
Генрих V,драма,Кеннет Брана,Великобритания [1],1989,7.5
Генрих V,драма исторический,Лоренс Оливье,Великобритания,1944,7.0
Гепард,приключенческий фильм   семейный фильм,Джефф Блит,США,1989,5.9
Геошторм,научно-фантастический   фильм-катастрофа,Дин Девлин,США,2017,5.3
Георгий Седов,исторический фильм,Борис Григорьев,СССР,1974,7.8
Георгий Саакадзе,историческая   драма,Михаил Чиаурели,СССР,1942,7.4
Георг. ,"драма, фильм-биография",Пеэтер Симм,Эстония     Россия,2007,6.5
Геркулес,пеплум,Луиджи Коцци,Италия   США,1983,4.1
Геракл: Начало легенды,фэнтезийный   боевик,Ренни Харлин,США,2014,4.2
Герои полярного круга,"драма ,  комедия ,  мелодрама",Доме Карукоски,Финляндия,2010,6.8
Герои не умирают,криминальная   драма,Джонни То,Гонконг,1998,7.0
Герои не плачут,боевик драма,Джон Ву,Гонконг,1986,6.3
Герои не плачут,боевик драма,Чу Юань [en],Гонконг,1980,6.1
Герои не опаздывают,документальный,Никита Хубов,СССР,1968,
Герой нашего времени,комедийный фильм [1] [2],Марио Моничелли [2],Италия,1955,6.8
Герой и Ужас,боевик криминальный фильм драма триллер,Уильям Тэннен,США,1988,5.2
Герой её романа,"комедия ,  мелодрама",Энтони Дж. Боуман,Австралия,1999,6.4
Гетеры майора Соколова,военная драма,Бахтиёр Худойназаров,Россия,,5.6
Герцогиня и Грязный лис,комедия,Мелвин Франк,США,1976,5.7
Герцогиня,биографический фильм драма исторический фильм,Сол Дибб,Великобритания   Франция   Италия   США,2008,6.9
Герцог Бургундии,"драма ,  эротика ,  триллер",Питер Стриклэнд,Великобритания   Венгрия,2014,6.5
Гигант «Газпром» — немцы и их газ с востока,документальный,Хуберт Зайпель,Германия,2009,
Гибрид,ужасы триллер фантастика,Эрик Валетт,США   Германия,2010,4.1
Гибель Японии,фильм-катастрофа,Сиро Моритани,Япония,1973,5.5
Гильотина,драма чёрная комедия триллер,Коста-Гаврас,Франция   Бельгия   Испания,2005,7.3
Гильда,мелодрама - нуар,Чарльз Видор,США,1946,7.6
Гикор,драма,Амасий Мартиросян,СССР,1934,5.1
Гикор,"драма ,  семейный фильм",Сергей Исраелян,СССР,1982,7.2
"Гидрокосмос. Нырнуть, чтобы взлететь",документальный,Дмитрий Свергун,Россия,2008,
Гипернормализация,документальный,"Кёртис, Адам",Великобритания,2016,8.2
Гиперболоид инженера Гарина,"фантастика ,  приключения",Александр Гинцбург,СССР,1965,6.5
