title,genre,director,country,year,Rate IMDb
Добро пожаловать в Сараево,драма,Майкл Уинтерботтом [1],США   Великобритания,1997,6.7
Добро пожаловать в рай! 2: Риф,боевик,Стивен Херек,США,2009,4.7
Добро пожаловать в рай!,приключения,Джон Стоквелл,США,2005,5.9
Добро пожаловать в рай,"фильм-триллер ,  фэнтезийный фильм ,  научно-фантастический фильм ,  антиутопический фильм  и  боевик",Брайан А. Миллер,США,2015,4.2
Добро пожаловать в Нью-Йорк,драма,Абель Феррара,США   Франция,2014,5.6
Доброго траура,комедия,Колсон Бэйкер Mod Sun,США,2022,
Дожить до рассвета,"военный фильм, драма, экранизация","Михаил Ершов ,   Виктор Соколов",СССР,1975,7.4
Доживём до понедельника,драма,Станислав Ростоцкий,СССР,1968,7.8
Дождь над нашей любовью,Драма,Ингмар Бергман,Швеция,1946,6.6
Дождь в горах,боевик драма,Кинг Ху,Гонконг   Китайская Республика,1979,7.3
Дождь без грома,фантастика,Gary O. Bennett [d] [1],США,1992,5.0
Дождь,драма,Маджид Маджиди,Иран [1],2001,7.8
Дождь,"документальный фильм ,  экспериментальный кинематограф [1]  и  немое кино",Йорис Ивенс Mannus Franken [d],Нидерланды,1929,7.2
Доктор Стрэндж,Фэнтези,Филип Дегер,США,,5.1
Доктор Сон,ужасы,Майк Флэнаган,США,2019,7.3
Доктор с чужой планеты,фантастика комедия,Дэвид ДеКото,США,1989,4.8
Доктор Рей и дьяволы,драма комедия биографический фильм,Динко Туцакович,Сербия,2012,5.9
Доктор Пополь,комедия,Клод Шаброль,Франция Италия,1972,5.8
Доктор Стрэндж,боевик технофэнтези супергероика,Скотт Дерриксон,США,2016,7.5
"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу","чёрная комедия ,  триллер",Стэнли Кубрик,США [2]   Великобритания [2],1964,8.4
Доктор Стрэндж:,боевик приключения научное фэнтези  с элементами  ужасов супергероика,Сэм Рэйми,США,2022,6.9
Документ Р,детектив драма,Валерий Харченко,СССР,1985,7.1
Докторша из военного госпиталя,"итальянская эротическая комедия ,  комедийный фильм  и  эротический фильм",Нандо Сисеро [d],Италия,"1976 ,  9 марта   1977 [1] ,  3 июня   1977 [1] ,  3 августа   1979 [1]  и  8 октября   1984 [1]",4.3
Докторша и полковник,комедийный фильм [2],Микеле Массимо Тарантини [2],Италия,"19 декабря   1980 [1] ,  22 января   1981 [1] ,  25 марта   1981 [1]  и  25 июня   1981 [1]",4.8
Доктор Чхон и потерянный талисман,"мистика ,  триллер",Ким Сонсик,Республика Корея,2023,
Доктор Плонкъ,комедийный фильм  и  немое кино,Рольф де Хир [d],Австралия,2007,6.6
Доктор Циклоп,научно-фантастический   фильм ужасов,Эрнест Шодсак,США,1940,6.4
Доктор Ти и его женщины,комедия  /  мелодрама  /  драма,Роберт Олтмен,США     Германия,2000,4.7
Доктор на свободе,комедия,Ральф Томас,Великобритания,1957,6.0
Доктор на море,комедийный фильм,Ральф Томас [d],Великобритания,1955,5.8
Доктор Мурек,драма,Юлиуш Гардан,Польша,1939,7.2
"Доктор Мабузе, игрок",Криминальный   триллер,Фриц Ланг,Германия,1922,7.8
Доктор Ноу,"боевик 
 приключенческий фильм 
 триллер",Теренс Янг,Великобритания,1962,7.2
Доктор М,криминальный фильм     драма   фантастика,Клод Шаброль,ФРГ   Франция   Италия,1990,4.8
Доктор Лиза,драма биография,Оксана Карас,Россия,2020,
«Доктор Кто»,,Джеффри Сакс,,,6.3
Доктор Калюжный,Мелодрама Экранизация,Эраст Гарин Хеся Локшина,СССР,1939,5.7
Доктор Калигари,комедия эротика сюрреализм фильм ужасов,Стивен Саядьян,США,1989,6.2
Доктор Икс,"фильм ужасов [1] [2] ,  научно-фантастический фильм  и  криминальный фильм",Майкл Кёртис [1] [2],США,1932,6.4
Доктор Живаго,"эпическая драма 
 мелодрама",Дэвид Лин,"Великобритания 
   США 
   Италия",1965,7.9
Доктор Дулиттл 5,комедийный фильм,Алекс Замм [d] [1] [2],США,2009,3.8
Доктор Дулиттл 4,комедийный фильм,Крэйг Шапиро [d] [1] [2],США,2008,3.9
Доктор Живаго,драма мелодрама,Джакомо Кампиотти,Великобритания   США   Германия,2002,7.3
Доктор Дулиттл 3,фэнтезийный фильм  и  комедийный фильм,Rich Thorne [d] [1] [2] […],США,2006,4.0
Доктор Дулиттл 2,комедия,Стив Карр,США,2001,4.7
Доктор Дулиттл,комедия,Бетти Томас,США,1998,5.4
Доктор Дулиттл,"музыкальный фильм 
 сказка",Ричард Флейшер,США,1967,6.1
Долг,историческая драма,Анатолий Ниточкин,СССР,1977,6.3
Долгий день уходит в ночь,драма   экранизация,Сидни Люмет,США,1962,7.5
Долгие проводы,драма,Кира Муратова,СССР,1971,7.3
Долгие вёрсты войны,Драма,Александр Карпов,СССР,1975,7.7
Долги наши,драма,Борис Яшин,СССР,1977,5.9
Долгая счастливая жизнь,драма,Борис Хлебников,Россия,2013,6.3
Долгая счастливая жизнь,драма мелодрама,Геннадий Шпаликов,СССР,1966,7.5
Доктор Джекил и сестра Хайд,фильм ужасов,Рой Уорд Бейкер,Великобритания,1971,6.6
Долина любви,Драма,Гийом Никлу,Франция   Бельгия,2015,6.1
Дом большой куклы,драма «женщины-в-тюрьме»,Джек Хилл,США,1971,5.8
Дом без выхода,,Дзидра Ритенберга,СССР,1988,
Дом без адреса,"психологическая  драма , мистический  триллер",Андрей Холенко,Россия,2010,
Дом Ашеров,триллер,Алан Биркиншоу,США,1989,4.5
Дом Арчера,Комедия,Дина Гахман,США,2007,7.2
Дом 1000 трупов,"Фильм ужасов ,  чёрная комедия ,  фантастика",Роб Зомби,США,2003,6.0
Дом 13 по улице Мадлен,Шпионский фильм Фильм нуар,Генри Хэтэуэй,США,1947,6.9
Дом игр,триллер,Дэвид Мэмет,США,1987,7.2
Дом и хозяин,"киноповесть, драма",Будимир Метальников,СССР,1967,7.3
Дом и мир,драматический фильм,Сатьяджит Рай [1] [2],Индия,1984,7.5
Дом духов,мелодрама,Билле Аугуст,Португалия   Германия   Дания   США,1993,6.9
Дом дураков,драма,Андрей Кончаловский,Россия     Франция,2002,7.0
Дом Дракулы,Ужасы Фантастика,Эрл С. Кентон,США,1945,5.7
Дом для богатых,драма,Владимир Фокин,Россия,2000,5.8
Дом грёз,психологический   триллер,Джим Шеридан,США   Канада,2011,6.0
Дом на холме призраков,фильм ужасов,Уильям Касл,США,1959,6.8
Дом Нины,драма военный фильм,Ришар Дембо,Франция,2005,5.9
Дом незнакомцев,нуар драма,Джозеф Лео Манкевич,США,1949,7.3
Дом напротив,киноповесть,Аян Шахмалиева,СССР,1958,7.4
Дом на улице Шлуш,драма,Моше Мизрахи,,1973,6.7
Дом на улице Вязов,драма,Эрик Тессьер,Канада,2009,6.6
Дом на Турецкой улице,боевик криминальный фильм драма триллер музыкальный фильм,Боб Рейфелсон,США,2002,5.4
Дом на Трубной,сатирическая комедия,Борис Барнет,СССР,1928,7.2
Дом у реки,Готическая   криминальная драма Фильм нуар,Фриц Ланг,США,1950,7.0
Дом у озера,"драма ,  мелодрама ,  альтернативная история",Алехандро Агрести,США,2006,6.8
Дом у дороги,боевик,Роуди Херрингтон,США,1989,6.7
Дом у дороги,боевик  и  драматический фильм,Даг Лайман,США,2023,
Дом у болота,фильм ужасов,Алекс Маколи,США,2021,
Дом терпимости,драма,Бертран Бонелло,Франция,2011,6.7
Дом тёмных бабочек,драма,Доме Карукоски,Финляндия,2008,6.8
"Дом там, где сердце",комедия,Джон Бурмен,США,1990,5.9
Домино,криминальный фильм триллер,Брайан Де Пальма,Дания   Франция   Италия   Бельгия   Нидерланды,2019,4.5
До́мино,боевик криминальный фильм фильм-биография драма триллер,Тони Скотт,США,2005,5.9
Доминика,фэнтези драма комедия,Олег Агейчев,Россия,2017,6.1
Доминик и Юджин,драма,Роберт М. Янг,США,1988,7.0
Доминик,фильм ужасов триллер,Майкл Андерсон,Великобритания,1979  и  1978,5.4
Домик у моря,мелодрама,Ли Хён Сын,,2000,7.5
Домик в Коломне,Комедия,Пётр Чардынин,Российская империя,1913,6.1
Домик в дюнах,драма,Аркадий Кольцатый Анатолий Маркелов,СССР,1963,
Домовой,"триллер , детектив , боевик , драма",Карен Оганесян,Россия,2008,6.9
Домовёнок Кузя,сказка,Виктор Лакисов,Россия,2024,
Доминус,фантастика,Александр Хван     Марина Цурцумия,СССР,1990,6.5
Домашняя работа,драма мелодрама,Гэвин Вьесен,США,2011,6.5
Домашняя игра,комедия     спорт,Чарльз Фрэнсис Киннэйн   Дэниел Киннэйн,США,2022,
Домашняя вечеринка 3,"комедия ,  музыка",Эрик Меса,США,1994,4.6
Домашняя вечеринка 2,"комедия ,  музыка",Даг МакГенри Джордж Джексон,США,1991,5.3
Домашняя вечеринка,комедия,Calmatic [en],США,2023,4.4
Домашняя вечеринка,"комедия ,  музыка",Реджинальд Хадлин [en],США,1990,6.5
Домашний уход,драма,Славек Горак,Чехия   Словакия,2015,6.9
Домашний очаг,боевик,Перарасу [en],Индия,2005,5.8
Домашний арест,комедия,Гарри Уайнер,США,1996,5.8
Домашние фильмы,комедийный фильм  и  биографический фильм,Брайан Де Пальма [2] [3],США,1980  и  15 мая   1981 [1],5.0
Домашнее видео: Только для взрослых,комедия,Джейк Кэздан,США,2014,5.1
"Дом, милый дом",фильм-драма,Фатон Байрактари,"Северная Македония ,  Республика Косово",2016,6.7
"Дом, милый дом",комедийный фильм [1],Бенуа Лами [d] [1] [2],Бельгия   Франция,июль  1973  и  1973,6.7
"Дом, который построил Свифт",Сатирическая   комедия,Марк Захаров,СССР,,7.3
"Дом, который построил Джек",психологический триллер,Ларс фон Триер,Дания [4]   Швеция [4]   Франция [4]   Германия [4],2018,6.8
"Дом, где стекает кровь",фильм ужасов,Питер Даффелл,Великобритания,1970,6.5
"Дом, который построил Джек",Короткометражный фильм,Джордж Альберт Смит,Великобритания,1900,5.3
"Дом, где падает кровь",слэшер  /  триллер,Стивен Карпентер Джеффри Оброу,США,1982,4.9
"Дом, в котором я живу",кинороман,Лев Кулиджанов Яков Сегель,СССР,1957,7.7
Дом Gucci,"драматический фильм ,  биографический фильм  и  экранизация книги [d]",Ридли Скотт,США,2021,5.5
Дом ярости,боевик  /  комедия,Стивен Фун,Гонконг,2005,6.1
Дом чисел,Фильм нуар,Расселл Раус,США,1957,6.4
Дом чисел,Документальный фильм,Brent Leung [d] [1],США,2009,5.5
Дом храбрых,драма военный фильм,Ирвин Уинклер,США,2006,5.6
Дом Хемингуэй,комедия криминал драма,Ричард Шепард [en],Великобритания,2013,6.1
Дом Франкенштейна,Ужасы   Фантастика,Эрл С. Кентон,США,1944,6.2
Дом ужасов доктора Террора,фильм ужасов,Фредди Фрэнсис,Великобритания,1965,6.6
Домовой,"комедия ,  семейный фильм ,  фэнтези ,  боевик",Евгений Бедарев,Россия,2019,5.6
Дом у реки,"драма, экранизация, военный фильм",Роланд Грёф,ГДР,1986,6.3
Дом страхов,фильм ужасов триллер,Райан Литтл,США,2007,4.7
Дом страха,эротика триллер,Билл Батлер,США,2004,5.4
Дом странных детей мисс Перегрин,фэнтези приключения,Тим Бёртон,США,2016,6.7
Дом Солнца,драма,Гарик Сукачёв,Россия,2010,6.2
Дом со смеющимися окнами,фильм ужасов,Пупи Авати,Италия,1976,7.0
Дом смерти Амитивилля,фильм ужасов,Марк Полония [d],США,2015,2.1
Дон Маккей,драма триллер,Джейк Голдбергер,США,2009,5.8
Донбасс. Окраина,"драма ,  военный",Ренат Давлетьяров,Россия,2019,6.7
Донбасс,военная драма трагифарс,Сергей Лозница,Германия   Украина   Франция   Нидерланды   Румыния,2018,6.6
Дона Флор и два её мужа,комедия,Бруну Баррету,Бразилия,1976,6.9
Дон. Главарь мафии 2,"боевик [5] [6] […] ,  криминальный фильм [6] [5]  и  масала",Фархан Ахтар [6] [7] […],Индия   Германия,2011,7.1
Дон. Главарь мафии,боевик,Фархан Ахтар,Индия,2006,7.1
Дон Сезар де Базан,музыкальный фильм,Ян Фрид,СССР,1989,7.0
Дон Сезар де Базан,приключенческий фильм [2],Риккардо Фреда [2],Италия,4 октября   1942 [1],5.7
Дорога на,комедия,Таисия Игуменцева,Россия,2011,5.6
Дорога к морю,"драма с элементами комедии, молодёжная киноповесть [1]","Поплавская, Ирина Ивановна",СССР,1965,6.2
Дорога к звёздам,научно-популярный фильм фантастика,Павел Клушанцев,СССР,7 ноября 1957,
Дорога к матери,драма,Акан Сатаев,Казахстан   Белоруссия,2016,7.0
Дорога к звёздам,"военный фильм ,  драма",Эдуард Пенцлин,СССР,1942,5.3
Дорога к дому,документальный фильм,Доминик Браун,Великобритания,2015,8.3
Дорога к бесчестию,драматический фильм,Ричард Эйбрих,Германия,1930,7.8
Дорога звёзд,драма,Катриона МакКензи,Австралия,2012,6.6
Дочь моего босса,комедия,Дэвид Цукер,США,2003,4.7
Дочь якудзы,"комедия, криминал","Сергей Бодров (ст.) ,   Гульшад Омарова","Россия ,     Япония",2010,4.9
Дочь шахтёра,драма музыкальный биография,Майкл Эптед,США,1980,7.5
Дочь хозяина таверны,боевик,Дэвид Уорк Гриффит,США,1908,5.6
Дочь Стратиона,военная   драма,Василий Левин   Николай Винграновский,СССР,1964,5.1
Дочь степей,социальная  драма,Шакен Айманов   Карл Гаккель,СССР,1954,
Дочь солдата никогда не плачет,драма,Джеймс Айвори,США   Франция   Великобритания,1998,6.8
Драгонвик,драма триллер,Джозеф Манкевич,США,1946,6.9
Дочь Сатаны,фильм ужасов,Питер Сайкс,Великобритания   ФРГ,"4 марта   1976 [1] ,  19 марта   1976 [1] ,  20 мая   1976 [1] ,  30 июля   1976 [1] ,  4 сентября   1976 [1] ,  30 марта   1977 [1] ,  14 октября   1977 [1]  и  2 марта   1978 [1]",5.8
Дочь Робин Гуда: Принцесса воров,приключенческий фильм,Питер Хьюитт,США   Великобритания,11 марта   2001,5.6
Дочь Райана,драма мелодрама,Дэвид Лин,Великобритания,1970,7.4
Дочь Нептуна,фэнтези,Герберт Бренон,США,1914,5.8
Дочь Наполеона,немое кино  и  исторический фильм,"Цельник, Фридрих",Германия,2 ноября   1922 год,
Дочь моя,драматический фильм,Лаура Биспури,Италия   Германия   Швейцария,18 февраля   2018  и  31 мая   2018,6.1
Дочь моряка,Мелодрама,Георгий Тасин,СССР,1941,6.5
Дочь и мать её,комедия боевик,Джонатан Ливайн,США,2017,4.7
Дочь Дэниела,драма,Нилл Фернли,Канада,2008,6.0
Дочь Дракулы,Ужасы Фантастика,Ламберт Хилльер,США,1936,6.3
Дочь д’Артаньяна,боевик приключенческий фильм комедия,Бертран Тавернье,Франция,1994,5.8
Дочь Гидеона,драма,Стивен Поляков,Великобритания,,7.0
Дочь генерала Панкратова,Политическая мелодрама,"Мечислав Знамеровский,  Юзеф Лейтес",Польша,1934,5.9
Дочь Гамбурга,"драма, мелодрама",Ив Аллегре,Франция,1958,6.0
Дочь воды,драма мелодрама авангард,Жан Ренуар,Франция,1925,6.7
Дочь Бреста,Драма,Эмманюэль Берко,Франция,2016,6.6
Дочь болотного короля,психологический фильм-триллер [d],Нил Бёргер,США,6 октября   2023  и  2 ноября   2023 [2],5.8
Дочь богов,драма,Герберт Бренон,США,17 октября   1916 [3],6.9
Дочь,"драма , детектив","Александр Касаткин ,  Наталья Назарова",Россия,2012,7.4
Дочки-матери,мелодрама,Сергей Герасимов,СССР,1974 год,6.8
Дочка,драматический фильм,Реза Миркарими,Иран,2016,6.0
"Дочери, которые платят",драма немое кино,Джордж Тервиллигер [en],США,1925,6.8
Драгоценная находка,приключенческий фильм  и  научно-фантастический фильм,Филипп Мора [d],США,1996,3.7
Дракула,готические   ужасы,Фрэнсис Форд Коппола,США,1992,7.4
Дракула,фильм ужасов,Джон Бэдэм,США   Великобритания,1979,6.5
Дракула,Ужасы,Теренс Фишер,Великобритания,"8 мая   1958 [1] ,  22 мая   1958 [1] ,  16 июня   1958 [1] ,  12 декабря   1958 [1]  и  1958",7.2
Дракула,фильм ужасов драма,Джордж Мелфорд,США,1931,7.0
Дракула,фильм ужасов,Тод Браунинг,США,1931,7.4
Дракула,"Драма, ужасы",Билл Иглз,Великобритания,2006,5.2
Дракула — отец и сын,комедия фильм ужасов,Эдуар Молинаро,Франция,1976,5.4
Драконы Нью-Йорка,боевик драма криминальный фильм,Вэй Кеунг Лау Эндрю Лу,США   Гонконг,2014,5.3
Друг,драма  с элементами  комедии сказка притча,Леонид Квинихидзе,СССР,1987,7.5
Друг,драматический фильм  и  военный фильм,Джейми Доноу,"Республика Косово   
 
 Великобритания",2015 (США),7.9
"Дрозд, дрозд, ежевика",драматический фильм,Элене Навериани [2] [3],Швейцария [3] [2]   Грузия [2] [3],2023,
Дрожь холмов,драма,Ричард Рой,Канада,2011,6.7
Дрожь земли: Холодный день в аду,комедия фантастика,Дон Майкл Пол [d],Великобритания   США,2018,5.0
Дрожь земли: Остров крикунов,фильм ужасов,Дон Майкл Пол,Великобритания   США,2020,5.4
Дрожь земли 5: Кровное родство,комедия триллер фантастика,Дон Майкл Пол     (англ.)  ( рус.,США,2015,5.2
Дрожь земли 4: Легенда начинается,фильм ужасов,С. С. Вилсон,США,2004,5.3
Другой день,фантастика   драма   триллер,Джеффри Рейнер,США     Канада,2001,5.6
Другой возлюбленный,драма,Роберт Эллис Миллер,США,1985,5.8
Другой ад,фильм ужасов триллер,Бруно Маттеи Клаудио Фрагассо (в титрах не указан),Италия,1981,4.7
Другой,ужасы драма детектив триллер,Ли Кронин,Ирландия   Великобритания   Бельгия   Финляндия,2019,5.6
Другой,фильм ужасов   драма,Ник Хэмм,Канада   США,2004,4.8
Другой,триллер драма,Макс Мак,Германская империя,1913,5.5
Другой Челси. История из Донецка,"документальный ,  драма",Якоб Пройсс,Германия,2010,7.6
Друиды,"исторический ,  приключения ,  драма",Жак Дорфман,"Франция ,    Канада ,    Бельгия",2001,2.7
Друзья-товарищи,"приключения ,  детский фильм",Валентин Павловский,,1959,5.8
Друзья Яны,драма,Арик Каплун,Израиль,1999,7.1
Друзья Эдди Койла,гангстерский фильм триллер неонуар,Питер Йетс,США,1973,7.4
Друзья с преимуществом,комедия     мелодрама,Горман Бечард [en],США,2009,5.2
Друзья Питера,комедия драма мелодрама,Кеннет Брана,Великобритания,1992,7.0
Друзья навсегда,драматический фильм,Габриэла Каупертвэйте [d],США,2019,7.3
Дуракам здесь не место,"экспериментальный   документальный фильм ,  артхаус ,  ужасы","Олег Мавроматти , Po 98",Россия   Болгария,2015,6.7
Дурак,драма,Юрий Быков,Россия,2014,8.0
Дура,комедия  /  драма,Максим Коростышевский,Россия,2005,6.6
Дура,"детективный фильм ,  комедия",Алексей Коренев,СССР,1991,5.4
Дуплет,Детектив,Алоиз Бренч,Латвия,1992,5.8
Дуня,"драма, экранизация",Иозеф фон Баки,Австрия,1955,5.4
Дуньхуан,драма,Дзюнъя Сато,Япония   Китай,1988,6.8
Дунечка,драма,Александр Ефремов,Россия   Белоруссия,2005,7.0
Духовное кунг-фу,"боевик ,  комедия ,  фэнтези",Ло Вэй,Гонконг   Китайская Республика,1978,5.7
Духов день,мистика драма,Сергей Сельянов,СССР,1990,6.2
Дух улья,драма,Виктор Эрисе,Испания,1973,7.8
Дух студента,комедия,Алан Холлеб,США,1985,4.1
Дух Сент-Луиса,драма биография,Билли Уайлдер,США,1957,7.1
Дух мщения (Перехватчик),мистический   триллер,Майк Марвин,США,1986  и  11 июня   1987 [3],5.9
Дух Времени,документальный фильм  и  военный фильм,Питер Джозеф,США,2007,8.1
Дух 45-го,документалистика,Кен Лоуч,Великобритания,2013,7.1
Дурные деньги,комедийная драма,Крейг Гиллеспи,США,2023,
Дурной мир,документальный фильм [1],Паоло Кавара [1],Италия,1964,6.7
Дурное воспитание,драма  /  триллер,Педро Альмодовар,Испания,2004,7.4
Дурное влияние,"триллер ,  детектив ,  драма",Кёртис Хэнсон,США,1990,6.3
Дурная слава,драма,Дуглас Макграт     (англ.)  ( рус.,США,2006,7.0
Дурная слава,детектив,Альфред Хичкок,США,1946,7.9
Дурная привычка,драма - комедия,Майк Миллс,США,2005,6.5
Дурная ночь,драма,Гас Ван Сент,США,1985,6.5
Дурная кровь,драма,Леос Каракс,Франция,1986,7.2
Дурная кровь,психологический  триллер,Мервин Лерой,США,1956,7.4
Дурная биология,трэш,Фрэнк Хененлоттер,США,2008,4.7
Дурман любви,романтическая кинокомедия,Гриффин Данн,США,1997,6.1
Дурдом на колёсах,"Комедия ,  Приключения",Барри Зонненфелд,США   Великобритания   Германия,2006,5.6
Дурдом в горах,комедия положений,Эдит Карлмар,Норвегия,1957,7.3
Дурацкое пари,драма  /  мелодрама,Нэнси Савока,США,1991,7.3
Душечка,драма,Сергей Колосов,СССР,,7.4
Душечка,комедийный фильм  и  комедийная драма,Джейн Кэмпион [2],Австралия,1989  и  12 октября   1989 [1],6.7
Душевная рана,драма,Явуз Тургул,Турция,2004,7.8
Душевная кухня,кинокомедия,Фатих Акин,Германия   Франция [4],"10 сентября   2009 [1] ,  21 октября   2010 [2]  и  25 декабря   2009 [3]",7.2
Душа тишины,драматический   триллер,Джейми Бэббит,США,2006,6.1
Душа компании,комедия,Бен Фальконе,США,2018,5.6
Душа команды,драматический фильм,Роберто Буэсо,Испания,27 марта  2022,
Душа и персона,неонуар  /  драма  /  боевик,Тхиагараджан Кумарараджа,Индия,2011,8.5
Дымовые сигналы,семейная драма,Крис Эйр,США   Канада,26 июня   1998 [3] [4]  и  3 декабря   1998 [5],7.2
Дым отечества,драма,Ярополк Лапшин,СССР,1980,5.4
Дым в лесу,приключения,Евгений Карелов      Юрий Чулюкин,СССР,1955,6.3
Дым,драма,Уэйн Ван,"Германия ,  США ,  Япония","9 июня   1995 ,  19 октября   1995 [1]  и  1995",7.4
Дылда,драма военный,Кантемир Балагов,Россия,2019,8.4
Дуэт для солиста,мелодрама,Андрей Кончаловский,США   Великобритания,1986,6.7
Дуэнья,"Комедия нравов , Музыкальный фильм",Михаил Григорьев,СССР,,6.8
Дуэлянты,драма приключения,Ридли Скотт,Великобритания,1977,7.4
Дьявольский глаз,фильм ужасов,Марио Сичильяно,Италия   Испания   Мексика,1975,4.7
Дьявольские обряды Дракулы,фильм ужасов,Алан Гибсон,Великобритания,1973,5.5
Дьявольские куколки-подростки,криминальная драма,Б. Лоуренс Прайс-младший,США,1955,3.9
Дьявольская танцовщица,мелодрама,Фред Нибло Х. Брюс Хамберстоун,США,19 ноября   1927,5.0
Дьявольская считалочка,кинодетектив,Кон Итикава,Япония,1977,6.8
Дьявольская скала,Фильм ужасов  /  боевик,Пол Кэмпион,Новая Зеландия,2011,5.7
«Дьявольская симфония»,"триллер ,  мистика ,  ужасы",Дэвид Таусик,США   Россия,1995,4.4
Дьявольская летучая мышь,научно-фантастический   фильм ужасов,Джин Ярбро [en],США,13 декабря   1940,5.4
Евдокия,мелодрама,Татьяна Лиознова,СССР,1961,7.6
Евдокия,драма,Алексис Дамьянос [en],Греция,1971,7.0
Евгения Гранде,драма,Сергей Алексеев,СССР,1960,7.5
Евгения Гранде,драма,Марио Сольдати,Италия,1946,6.7
Евгений Онегин,фильм-опера,Роман Тихомиров,СССР,1958,7.5
Евгений Онегин,Драма,Василий Гончаров,Российская империя,1911,
Евангелие от Матфея,драма,Пьер Паоло Пазолини,Италия     Франция,1964,7.6
Евангелие от Иоанна,драма,Филипп Сэвилл [en],Великобритания   Канада,2003,7.7
Его сиятельство шофёр,комедия,Михал Вашиньский,Польша,1935,6.4
Его превосходительство субъект,комедия,Михал Вашиньский,Польша,1933,6.9
Его превосходительство,драма,Григорий Рошаль,СССР,1927,6.6
Его новая работа,комедия,Чарли Чаплин,США,1915,6.1
Его новая профессия,комедия,Чарльз Чаплин,США,1914,5.9
Его музыкальная карьера,комедия,Чарльз Чаплин,США,1914,5.9
Его место для свиданий,комедия,Чарльз Чаплин,США,1914,6.2
Его любимое времяпрепровождение,комедия,Джордж Николс,США,1914,5.0
Егор Булычов и другие,драма,Сергей Соловьёв,СССР,1971,6.9
Его фотография в газетах,романтическая комедия,Джон Эмерсон,США,1916,5.9
Его собачье дело,"боевик 
 триллер 
 комедия",Марк Каллен,США,2017,5.3
Его игра,драма,Спайк Ли,США,1998,6.9
Его зовут Сухэ-Батор,исторический фильм,Александр Зархи Иосиф Хейфиц,СССР   МНР,1942,6.3
Его зовут Никак,комедия,Карл Мака,Гонконг,1979,5.7
Его звали Роберт,Фантастическая   комедия,Илья Ольшвангер,СССР,1967,
Его женщина,мелодрама,Эдвард Сломен,США,1931,5.6
Его доисторическое прошлое,комедия короткометражный немой,Чарльз Чаплин,США,1914,5.3
Его девушка Пятница,бурлескная комедия comedy of remarriage,Говард Хоукс,США,"11 января   1940 [1] [2] ,  18 января   1940 [2]  и  21 сентября   1940 [2]",7.8
Его глаза,драма мелодрама,Вячеслав Висковский     Александр Волков  (?),Российская империя,1916,
Его выздоровление,драма детективный фильм,Брончо Билли Андерсон,США,1915,4.5
Его величество мсье Дюпон,комедия,Алессандро Блазетти [1] [2],Франция   Италия,1950,6.7
Его брачная ночь,комедия,Роско Арбакл,США,1917,5.9
Его брат,драма,Патрис Шеро,Франция,2002,6.9
Его большая любовь,драма,"Станислава Пежановская ,  Мечислав Кравич",Польша,1936,6.9
Его бедовая любовь,"драма ,  комедия ,  мелодрама",Зияфет Аббасов,СССР   Азербайджанская ССР,1980,7.4
Египтянин,драма  /  пеплум,Майкл Кертис,США,1954,6.5
Егерь,"Боевик ,  Драма ,  криминальный фильм",Александр Цацуев,Россия,2004,5.9
Евротур,приключенческий фильм комедия,Джефф Шеффер [1],США [1],2004,6.6
Европейцы,драма,Джеймс Айвори,Великобритания,1979,6.1
Единорог,комедия,Роберт Коппола Шварцман,США,2018,5.2
Единожды солгав…,драма,Владимир Бортко,СССР,1987,7.4
Единичка,военно - приключенческая   драма,Кирилл Белевич,Россия,2015,5.9
Едва я открою глаза,драматический фильм  и  художественный фильм [1],Лейла Бузид [d],Франция [1] [2]   Бельгия [1] [2]   Тунис [1] [2],5 сентября   2015  и  6 октября   2016 [5],6.7
Еда,"комедия ,  драма",Генри Джэглом,США,1990,6.2
Егорка,семейный приключения,Александр Яновский,СССР,1984,6.5
Европейское лечение,комедия,Эдвин Стэнтон Портер,США,1904,5.3
Европейские каникулы,"приключения ,  комедия",Эми Хекерлинг,США,1985,6.2
Елена в ящике,"мистика ,  драма ,  триллер",Дженнифер Линч,США,1993,4.7
Елена,военный фильм,Антти Йокинен,Финляндия,2015,6.0
Елена,документальный,Петра Коста,Бразилия,2012,7.5
Елена,драма,Андрей Звягинцев,Россия,2011,7.3
Елена — свободная,мелодрама,Николь Конн,США,2010,6.1
Елгава 94,приключенческий фильм  и  драматический фильм,Янис Абеле,Латвия,2019,6.8
Ёкихи / Ян Гуйфэй,драма,Кэндзи Мидзогути,Япония  /    Гонконг,1955,7.1
Екатерина II. Закат Великой,драма,Андрей Арчаков,Россия,2022,
Если бы весь мир был моим,мелодрама мюзикл,Томас Густафсон,США,2008,6.8
Если Бил-стрит могла бы заговорить,драматический фильм  и  романтический фильм,Барри Дженкинс,США,2018,7.1
Ёсивара,"мелодрама, драма",Макс Офюльс,Франция,1937,6.5
Есения,мелодрама [d],Альфредо Б. Кревенна,Мексика,1971,6.4
Ермак,историческая драма фильм-биография,Валерий Усков Владимир Краснопольский,СССР → /   Россия   Германия,1986—1996,6.9
Еретик,"триллер 
 фильм ужасов",Скотт Бек и Брайан Вудс [en],США,,
Емельян Пугачёв,фильм-биография исторический драма,Алексей Салтыков,СССР,1978,6.3
Ельцин. Три дня в августе,драма,Александр Мохов,Россия,2011,5.5
Ещё одна настоящая любовь,мелодрама,Энди Фикмен,США,2023,
