title,genre,director,country,year,Rate IMDb
Мой любимый клоун,Мелодрама,Юрий Кушнерёв,СССР,1986,6.8
Мой легионер,драматический фильм,Рэйчел Лэнг [d],Франция   Бельгия,2021,5.7
Мой лучший год,комедия,Ричард Бенджамин,США,1982,7.3
Мой личный штат Айдахо,приключенческая   драма,Гас Ван Сент,США,1991,7.0
Мой кузен Винни,комедия,Джонатан Линн,США,1992,7.6
Мой ласковый и нежный зверь,мелодрама,Эмиль Лотяну,СССР   ФРГ,1978,7.3
Мой кровавый Валентин 3D,"слэшер ,  детектив",Патрик Люссье,США,2009,5.4
Мой Кет,комедийный фильм  и  драматический фильм,Франсуа Дамьен,Франция [1]   Бельгия [1],30 мая   2018 [1],5.8
Мой класс,документальный фильм,Екатерина Ерёменко,Германия,2007,8.1
Мой кровавый Валентин,фильм ужасов слэшер,Джордж Михалка,Канада [1],1981,6.2
Мой король,драма мелодрама,Майвенн Ле Беско,Франция,2015,7.1
Мой индийский друг,драматический фильм,Эктор Бабенко,Бразилия,2016,5.8
Мой забытый мужчина,драма   фильм-биография,Фрэнк Хоусон,Австралия     США,1996,5.1
Мой криминальный дядюшка,криминальная комедия,Брюс Маккаллок,США,2002,5.1
Мои родители разводятся,драма,Мечислав Кравич,Польша,1938,6.4
Мои счастливые звёзды,комедия вост. единоборства,Само Хун,Гонконг,1985,6.3
Мои счастливые звёзды 2,комедия,Само Хун,Гонконг,1986,6.2
Мои первые увлечения,драма,Жан Эсташ,Франция,1974,7.2
Мои собственные ошибки,"драма ,  мелодрама ,  комедия",Тайлер Перри,США,2009,4.7
Мои черничные ночи,мелодрама драма,Вонг Карвай,Гонконг     Франция     Китай,2007,6.6
Мои современники,документальное кино,Владислав Виноградов,СССР,1984,
Мои любимые мужчины,комедийный фильм [1],Стено [1],Италия,1978,6.2
Мои друзья,комедия,Марио Моничелли,Италия,1975,8.0
Мои дорогие,мелодрама,Ярослав Лупий,СССР,1975,5.4
Мои мысли тихие,трагикомедия,Антонио Лукич [d],Украина,4 июля   2019 [1]  и  18 июля   2019 [1],7.8
Мои голубые небеса,комедия,Герберт Росс,США,1990,6.2
Мои дни с Мёрси,мелодрама,Тали Шалом-Эзер,США   Великобритания,2017,6.5
Мои ночи прекраснее ваших дней,мелодрама,Анджей Жулавский,Франция,1989,6.1
Мозговой импульс,фантастика,Улли Ломмель,США,1982,4.8
Мозговой штурм,фантастика  /  боевик,Дуглас Трамбулл,США,1983,6.4
Мозговая атака,научно-фантастический фильм,Ришар Пепен,Канада,2001,3.8
Мои волосы хотят убивать,"ужасы 
 комедия",Джастин Симиен [en],США,2020,5.6
Мозги набекрень,комедия научная фантастика,Карл Райнер,США,1983  и  7 июня   1985 [2],6.4
Мозг полковника Бархэма,фантастика,Чарльз Хаас,США,1965,6.5
Можно ли его простить?,"детектив ,  драма",Рза Тахмасиб,"СССР 
 
   Азербайджанская ССР",1959,7.8
Можно входить без стука,триллер,Рой Уорд Бейкер,США,1952,6.9
Мозг Гиммлера зовется Гейдрихом,драма,Седрик Жименез,"Франция ,    Бельгия",2017 год,6.4
Мозаика,Фильм нуар   Триллер,Флетчер Маркл,США,1949,5.6
Можжевеловое дерево,фэнтези драма,Ничка Кин,Исландия,1990,6.8
Можешь рассчитывать на меня,драма,Кеннет Лонерган,США,2000,7.5
"Моего брата зовут Роберт, и он идиот",драматический фильм,Филип Грёнинг [d],Германия   Франция,2018  и  22 ноября   2018,4.8
Мои герои всегда были ковбоями,вестерн,Стюарт Розенберг,США,1991,6.2
Моё сокровище,комедия   мелодрама,Леонард Бучковский,Польша,1948,7.0
Моё сердце это та вечная роза,боевик криминальный фильм драма мелодрама триллер,Патрик Тхам,Гонконг,1989,6.9
Моё свидание с Дрю,документальный комедия,Джон Ганн Брайан Херцлингер Бретт Уинн,США,2004,6.5
Моё преступление,комедийная драма [1]  и  полицейский фильм [d] [1],Франсуа Озон,Франция,2023,5.8
Моё прекрасное лето с Софи,"Драма, комедия",Ребекка Злотовски,Франция,2019,5.6
Моё последнее танго,музыкальный фильм мелодрама,Луис Сесар Амадори,Испания   Аргентина,1960,5.8
Моё сердце биться перестало,драма триллер,Жак Одиар,Франция,2005,7.2
Моё лето любви,драма мелодрама триллер,Павел Павликовский,Великобритания,2004,6.7
Моё дело,производственная  драма,Леонид Марягин,СССР,1976,5.6
Моё большое греческое лето,романтическая комедия,Дональд Петри,США   Испания,2009,5.9
Моё имя Клоун,мелодрама,Радж Капур,Индия,1970,7.9
Модная мамочка,комедия мелодрама драма,Гарри Маршалл,США,2004,6.0
Модницы,порнофильм [3],Джон Стальяно [4],США,2002,7.6
Моди,биографическая   драма,Айлинг Уолш,Канада   Ирландия,2016,7.6
Модильяни,драма,Мик Дэвис,Великобритания,2004,7.2
Модести Блейз,шпионский фильм,Джозеф Лоузи,Великобритания,1966  и  5 мая   1966 [1],5.0
Моё любимое апельсиновое дерево,драма семейный фильм,Аурелио Тейшейра,Бразилия,1970,7.1
Модернисты,мелодрама   драма   комедия,Алан Рудольф,США,1988,6.6
Могучие утята 2,комедия драма семейный фильм,Сэм Вайзман,США,1994,6.1
Могучий Джо Янг,"фэнтезийный фильм ,  научно-фантастический фильм ,  приключенческий фильм  и  драматический фильм",Эрнест Шедзак,США,1949,7.0
Могучий Джо Янг,приключения,Рон Андервуд,США,1998,5.7
Могучие утята,комедия драма семейный фильм,Стивен Херек,США,1992,6.6
Могучие рейнджеры,супергеройский фильм,Дин Израэлайт,США,2017,5.9
Могильный холм,фильм ужасов,Андреа Бьянки,Италия,1981,5.6
Могила льва,исторический,Валерий Рубинчик,СССР,1971,6.7
Могилы слепых мертвецов,фильм ужасов,Амандо де Оссорио,Испания   Португалия,1972,6.1
Могила живых мертвецов,фильм ужасов,Хесус Франко,Испания   Франция,1982,2.7
Могила,фильм ужасов,Улли Ломмелm,США,2007,1.5
Могамбо,мелодрама приключенческий,Джон Форд,США,1953,6.6
Могадишо,"Триллер ,  драма",Роланд Сузо Рихтер ru de,Германия,,7.2
Моби Дик 2010,"триллер ,  боевик",Трей Стоукс ru en,США,2010,2.4
Мобильник,триллер ужасы,Тод Уильямс,США,2016,4.4
Моби Дик,драма,Джон Хьюстон,Великобритания,1956,7.3
Могильщик Гейси,фильм-биография   криминальный фильм   драма   триллер,Клив Саундерс,США,2003,4.7
Моби Дик,драма,Фрэнк Роддэм,США Австралия Великобритания,,6.4
Моана южных морей,документальный,Франсис Флаэрти [en] Роберт Флаэрти,США,1926,6.8
Моабитская тетрадь,биографический фильм,Леонид Квинихидзе,СССР,1968,6.8
Множество,комедия,Гарольд Рамис,США,1996,6.1
Множественные маньяки,"ужасы ,  комедия",Джон Уотерс,США,1970,6.5
Многоточие,драма,Андрей Эшпай,Россия,2006,6.5
Многократные сарказмы,драма,Брукс Бренч,США,2009,4.7
Могучие морфы: Рейнджеры силы,боевик   приключенческий фильм   семейный фильм   фантастика,Брайан Спайсер,США     Япония,1995,5.3
Множественные святые Ньюарка,криминальная   драма,Алан Тейлор,США,2021,6.3
Многоликий,шпионский  боевик,Камал Хасан,Индия,2013,7.9
Много шума из ничего,комедия драма,Джосс Уидон,США,2012,7.0
Много шума из ничего,комедия,Кеннет Брана,Великобритания   США,1993,7.3
Много шума из ничего,комедия,Самсон Самсонов,СССР,1973,6.6
Много лет спустя,криминальный фильм,Дэвид Гриффит,США,1908,5.6
Мне по кайфу!,комедия,Бенуа Делепин   Гюстав Керверн,Франция,2018,6.0
"Мне нравится, что девушка грустит",драма,Арвидс Криевс,Латвия,2005,7.1
Мнимый больной,музыкальная комедия,Леонид Нечаев,СССР,1980,6.7
Мне нужны крылья,драма,Митчелл Лейзен,США,1941,6.3
"Мне скучно, бес",мистика музыкальный фильм,Юрий Борисов,Россия,1993,6.3
Мне необходимо быть вместе с тобой,драма,Tonino Zangardi [d],Италия,2015,4.4
Мне не поверят,Фильм нуар,Ирвинг Пичел,США,1947,7.2
Мне не стыдно,"биография ,  драма",Брайан Боф,США,2016,5.8
Мне не больно,мелодрама комедия,Алексей Балабанов,Россия,2006,6.7
Мнения сторон,драма музыкальный фильм военный фильм,Иштван Сабо,Великобритания     Германия   Франция   Австрия,2001,7.1
Мне было девятнадцать,драма военный,Конрад Вольф,ГДР,1968,7.5
Мне не хватает Сони Хени,короткометражная    комедия,Карпо Ачимович-Година Тинто Брасс Милош Форман Младомир «Пуриша» Джорджевич Бак Генри Душан Макавеев Пол Моррисси Фредерик Уайзман,Югославия,1971,5.5
Мне бы в небо,трагикомедия,Джейсон Райтман,США,2009,7.4
Млечный путь,притча,Луис Бунюэль,Франция     Италия,1969,7.4
Млечный Путь,комедия,Лео Маккэри,США,1936,6.5
Млекопитающие,короткометражный   комедия,Роман Полански,Польша,1962,5.6
Младший научный сотрудник,Теленовелла,Валерий Родченко,СССР,1978,4.8
Млечный путь,"комедия , мелодрама",Анна Матисон,Россия,2015,4.9
Младший брат,комедия   драма   семейный фильм,Тэд Вильде   Гарольд Ллойд  (в титрах не указан)  Льюис Майлстоун  (в титрах не указан),США,1927,7.6
Младшая сестра,комедия,Джимми Зилингер,США,1992,5.5
"Младенец на прогулке, или Ползком от гангстеров",комедия приключенческий фильм семейный фильм   криминальный фильм,Патрик Рид Джонсон,США,1 июля   1994 [1] [2],6.2
Младший сержант и другие,"комедия, военный фильм",Мартон Келети,Венгрия,1965,8.4
Миямото Мусаси,дзидайгэки  (или —  историческая   драма ),Тому Утида,Япония,1961,7.1
"Мишка, Серёга и я",киноповесть,Юрий Победоносцев,СССР,1961,6.2
Мишка,комедия,Станислав Барея,Польша,1980,8.2
Мишень,фантастика драма,Александр Зельдович,Россия,2011,5.6
Мишка принимает бой,военный,Олег Николаевский,СССР,1970,6.2
Мишень,боевик   триллер   драма,Артур Пенн,США,1985,5.9
Мишель Вальян: Жажда скорости,боевик спортивный фильм,Луи-Паскаль Кувлер,Франция,2003,5.3
Михаэль,драма триллер,Маркус Шляйнцер [de],Австрия,2011,6.9
Мичурин,Историко-биографический,Александр Довженко,СССР,1948,5.7
Мичман Панин,приключенческий фильм,Михаил Швейцер,СССР,1960,6.6
Михаэль Кольхаас,драма,Арно де Пальер,Франция   Германия,2013,6.1
Мишель и Мишутка,семейный фильм   комедия   детский,Аян Шахмалиева     Михаил Шамкович,СССР,1961,
Михай Храбрый,военно- историческая драма фильм-биография,Серджиу Николаеску,Румыния   Италия   Франция,1971,8.5
"Михаил Строгов, курьер царя",экранизация романа [d],Эрипрандо Висконти [d] [1] [2],Германия   Италия   Франция,1970,6.1
Мифы моего детства,трагикомический эпос,Юрий Фетинг,Россия,2005,6.5
Мифы и легенды: Новый альянс,"фэнтези ,  приключения ,  семейный",Хосе Луис Гуриди  (Jose Luis Guridi),Чили,2010,3.4
Миф о Леониде,"драма, исторический",Дмитрий Долинин,СССР,1991,6.1
Мифы,комедия,Александр Молочников,Россия,2017,3.7
Мистификация,криминальный фильм,Яцек Копрович [d],Польша,24 февраля   2010,5.4
Мистическая пятёрка,детский фильм,Роберт Винс,США,2011,4.5
Михайло Ломоносов,историко-биографический,Александр Иванов,СССР,1955,6.9
Мистификация,драма,Лассе Халльстрём,США,2006,6.7
Мистическая пицца,романтическая комедия,Доналд Петри,США,1988,6.3
Миф,фэнтези приключенческий фильм боевик комедия драма,Стэнли Тонг,Гонконг   Китай,2005,6.1
Миф,документальный,"Леонид Кантер , Иван Ясний",Украина,2018,8.6
Таинства,мистическая   драма,Поль де Люссане [d],Нидерланды,1978,5.2
Мистериум. Тьма в бутылке,детективный   триллер,Ханс Петтер Моланн     (норв.)  ( рус.,Дания   Германия   Швеция   Норвегия,2016,7.0
Мистериум. Охотники на фазанов,детективный   триллер,Миккель Нёргор     (датск.)  ( рус.,Дания   Германия   Швеция,2014,7.1
Мистериане,"фантастика ,  токусацу ,  космическая опера",Исиро Хонда,Япония,1957,6.1
Мистериум. Начало.,детективный   триллер,Миккель Нёргор     (датск.)  ( рус.,Дания   Германия   Швеция   Норвегия,2013,7.2
Мистер субботний вечер,комедия,Билли Кристал,США,1992,5.9
Мистер Скеффингтон,драма,Винсент Шерман,США,1944,7.6
Мистер Смерть: Взлёт и падение Фреда Лейхтера,документальный,Эррол Моррис,США   Великобритания,1999,7.5
Мистер Сардоникус,Фильм ужасов,Уильям Касл,США,1961,6.6
Мистер Робинзон Крузо,комедия приключения,А. Эдвард Сазерленд,США,1932,5.6
Мистер Робертс,драма комедия,Джон Форд Мервин Лерой,США,1955,7.6
Мистер Простак,Фильм нуар Мелодрама,Гордон Дуглас Генри Левин,США,1949,6.6
Мистер Поттс едет в Москву,"комедия, шпионский фильм",Марио Зампи,Великобритания,1952,6.3
Мистер Смит едет в Вашингтон,драма,Фрэнк Капра,США,1939  и  19 октября   1939 [1],8.1
Мистер Питкин:,Кинокомедия,Джон Пэдди Карстейрс [en],Великобритания,1956,6.5
Мистер Питкин на эстраде,кинокомедия,Роберт Эшер,Великобритания,1959,6.5
Мистер Чудо,комедия,Энтони Мингелла,США,1993,5.9
Мистер Пип,драма,Эндрю Адамсон,"Папуа — Новая Гвинея ,  Новая Зеландия",2012,7.1
Мистер Питкин в тылу врага,комедия,Джон Пэдди Кастэйрс,Великобритания,1958,6.8
Мистер няня,боевик комедия семейный фильм,Майкл Готтлиб ru en,США,1993,3.8
Мистер Миллиард,приключенческий фильм,Джонатан Каплан,США,1977,5.4
Мистер Одиночество,комедия  /  драма,Хармони Корин,США   Франция     Великобритания     Ирландия,2007,6.4
Мистер мама,комедия драма,Стэн Дрэготи,США,1983,6.6
Мистер Лонг,драматический фильм,Сабу [1],Япония   Гонконг   Тайвань   Германия,13 февраля   2017  и  14 сентября   2017,7.0
Мистер Магу,комедия,Стенли Тонг,США,1997,4.0
Мистер Крутой,"криминальный фильм ,  боевик ,  комедия",Саммо Хун,Гонконг,1996,6.2
Миссис Соффел,драма  /  мелодрама,Джиллиан Армстронг,США,1984,6.0
Миссис Уинтерборн,"романтическая комедия ,  криминальный фильм  и  комедийная драма",Ричард Бенджамин [1] [2] […],США,1996,6.2
Миссис Санта-Клаус,"рождественский фильм,  мюзикл",Терри Хьюз [en],США,,6.6
Миссис Лаури и сын,биографический фильм,Эдриан Ноубл [d],Великобритания,июнь  2019,6.7
Миссис Паркер и порочный круг,драма   фильм-биография,Алан Рудольф,США,1994,6.4
Миссис Вашингтон едет в колледж Смит,комедия драма,Арман Мастроянни,США,2009,5.4
Миссионер,кинокомедия,Ричард Лонкрейн,Великобритания,1982,6.2
Миссионер,боевик,Дольф Лундгрен,США,2007,5.0
Миссис Браун,драма,Джон Мэдден,Великобритания,1997,7.2
Миссис Даутфайр,комедия драма,Крис Коламбус,США,1993,7.1
Мисс V из Москвы,шпионский фильм,Альберт Херман,США,1942,5.0
Миссис Минивер,драма,Уильям Уайлер,США,1942,7.6
Мисс Швеция,Мелодрама,Tova Magnusson-Norling,Швеция,2004,5.5
Мисс Фейерверк,комедия,Томас Шламми,США,1989,6.0
Мисс Такуарембо,мюзикл,Мартин Састре,Уругвай     Аргентина     Испания,2010,6.1
Мисс Роуз Уайт,драма,Джозеф Сарджент,США,,6.9
Мисс Стивенс,драма,Джулия Харт,США,2016,6.5
Мисс Поттер,драма,Крис Нунан,Великобритания     США,2006,7.0
Мисс Пуля,"боевик [1] ,  драматический фильм [2] [1]  и  фильм-триллер [2]",Херардо Наранхо,Мексика,2011,6.5
Мисс Петтигрю живёт одним днём,комедия  /  мелодрама,Бхарат Наллури [en],Великобритания   США,2008,7.0
Мисс сорок пятый калибр,"триллер ,  драма",Абель Феррара,США,1981,6.8
Мисс Плохое поведение,драматический фильм,Филиппа Лоуторп,Великобритания   Франция,"2020 ,  13 марта   2020  и  1 октября   2020 [4]",6.3
Мисс Переполох,комедия,Питер Богданович,США,2014,6.1
Мисс Март,комедия,Тревор Мур Зак Креггер,США,2009,5.0
Мисс Сэди Томпсон,"мюзикл ,  драма ,  мелодрама",Кёртис Бернхардт,США,1953,5.9
Мисс Джерри,драма,Александр Блэк [d],США,1894,5.3
Мисс Менд,научно-фантастический фильм  и  немое кино,Фёдор Оцеп     Борис Барнет,СССР,1926,6.9
Мисс Конгениальность 2: Прекрасна и опасна,комедия,Джон Паскуин,США,2005,5.1
Мисс Конгениальность,"комедия ,  детектив",Дональд Петри [1] [2] […],США,2000,6.3
Мисс миллионерша,Трагикомедия,Александр Рогожкин,СССР,1988,6.2
Миротворец,боевик,Фредерик Форестье,Канада   США,1997,5.0
Мирное время,,Борис Кимягаров,СССР,1964,
Мировой парень,остросюжетный фильм,Юрий Дубровин [1],СССР,1971,5.9
Мисс бабуля,трагикомедия,Хван Дон Хёк,Республика Корея,2014,7.2
Мирный воин,драма,Виктор Сальва,Германия   США,2006,7.2
Мисима: жизнь в четырёх главах,драма,Пол Шредер,США  —    Япония,1985,7.9
Миротворец,боевик,Мими Ледер,США   Канада,1997,6.0
Миргород и его обитатели,мистическая комедия,Михаил Ильенко,СССР,1983,7.5
Мирза Галиб,биографический фильм  и  драматический фильм,Сохраб Моди [d],Индия,1954,7.0
Мираж,криминальный фильм драма триллер,Карл Колперт,США,1991,6.0
Миранда,эротика комедия,Тинто Брасс,Италия,1985,4.9
Мираж,"приключенческий фильм ,  боевик",Тигран Кеосаян,Россия,2008,3.8
Миражи,драма мелодрама,Пётр Чардынин,Российская империя,1915,6.1
Миражи любви ,"драма, мелодрама, исторический фильм",Толомуш Океев,СССР     Сирия,1986,6.7
Мираж,криминальная драма,Алоиз Бренч,СССР,1983,7.5
"Мир, полный чудес",драма,Тодд Хейнс,США,май  2017  и  6 апреля   2018,6.2
"Мир хижинам, война дворцам",историко-революционный фильм,Исаак Шмарук,СССР,1970,6.5
"Мир, плоть и дьявол",постапокалиптика,Ранальд Макдугалл,США,20 мая   1959 [1],6.8
Мир Уэйна 2,комедия,Стивен Серджик,США,1993,6.2
Мир юрского периода 2,научно-фантастический   боевик,Х. А. Байона,США [7]   Китай [8],2018,6.1
Мир юрского периода,научно-фантастический   боевик,Колин Треворроу,США,2015,6.9
Мир юрского периода: Господство,"боевик 
 научная фантастика",Колин Треворроу,США,2022,5.6
Мир Уэйна,комедия,Пенелопа Сфирис,США,1992,7.0
Мир секса,"порнографическая   научная фантастика ,  порнопародия",Энтони Спинелли,США,1977,6.1
Мир топлесс,документальный фильм,Расс Мейер,США,1966,4.8
Мир принадлежит нам,комедия,Мартин Фрич,Чехословакия,1937,7.1
Мир пьяного мастера,боевик драма,Джозеф Го,Китайская Республика,1979,5.7
Мир крепежа,драма,Михаил Сегал,Россия,2011,7.7
Мир принадлежит тебе,комедия,Ромен Гаврас,Франция,2018,6.3
Мир по Гарпу,комедия-драма,Джордж Рой Хилл,США,1982,7.1
Мир музыки,мелодрама музыкальный фильм,Санджай Лила Бхансали,Индия,1996,7.5
Мир крановщика,"комедия ,  драма",Пабло Траперо,Аргентина,1999,7.0
Мир драконов,фантастика,Тед Николау,США   Великобритания   Румыния,1994,5.4
Мир иной,"триллер ,  фильм ужасов",Дэвид Шмеллер,США,1992,4.3
Мир в зеркальце,,Ванцетти Даниелян,СССР,1979,
Мир грядущий,"драматический фильм ,  романтический фильм  и  ЛГБТ-фильм [d] [1]",Мона Фастволд [d],США,6 сентября   2020,6.4
Мир входящему,драма,Александр Алов Владимир Наумов,СССР,1961,7.4
Мир вашему дому!,трагикомедия,Владимир Лерт,Украина,2017,7.3
Мир вашему дому,,Тахир Сабиров,СССР,1981,
Мир будущего,боевик  и  научно-фантастический фильм,Брюс Тьерри Чунг Джеймс Франко,США,2018,3.3
Мир будущего,фантастика,Ричард Т. Хеффрон,США,1976,5.7
Мир без воров,"боевик ,  драма",Фэн Сяоган,"Китай ,  Гонконг",2004,7.2
Мир без игры,документальный,Леонид Махнач,СССР,1966,
Миньон,Боевик,Жан-Марк Пише,США Канада,1998,3.9
Мир Апу,драма,Сатьяджит Рай,Индия,1959,8.5
Мир без солнца,документальный фильм,Жак-Ив Кусто,Франция   Италия,1964,7.5
"Мио, мой Мио","фэнтези ,  драма ,  приключения ,  семейный ,  детектив",Владимир Грамматиков,Норвегия   СССР   Швеция,1987,6.3
Минувшие дни,"драма ,  исторический фильм ,  экранизация",Юлдаш Агзамов,СССР,1969,7.7
Минута молчания,героико-патриотическая драма,Игорь Шатров,СССР,1971,7.5
Минувшее время,"военный, психологический,  драма","Леонард Бучковский , Мечислав Вонсковский",Польша,1961,5.9
Министерство труда,драма криминал,Эмиль Э. Рейнерт,Франция,1950,6.8
Минотавр,фильм ужасов,Джонатан Инглиш,Германия   Франция   Великобритания   Испания   Люксембург,2006,3.7
Министерство страха,детектив,Фриц Ланг,США,"1944 ,  19 мая   1944 [1] ,  31 декабря   1944 [1]  и  4 января   1945 [1]",7.1
Миниатюрный остров,триллер,Альберто Родригес,Испания,2014,7.2
Миниатюра,драма,Канэто Синдо,Япония,1953,7.2
Минет,документальный экспериментальный,Энди Уорхол,США,1963,4.6
Минин и Пожарский,исторический,В. Пудовкин М. Доллер,СССР,1939,6.5
Минамата,драматический фильм,Эндрю Левитас,США,2020,7.2
Мина,военный фильм драма,Фабио Гуальоне Фабио Резинаро,Италия   США   Испания,2016,5.8
Мин и Билл,трагикомедия,Джордж Хилл,США [1],1930,6.7
Мимми из Мухоса,комедия,Йорма Нортимо,Финляндия,1952,4.8
"Мими-металлист, уязвлённый в своей чести",комедийный фильм,Лина Вертмюллер,Италия,"19 февраля   1972 [1] ,  11 мая   1972 [1] ,  28 июня   1972 [1] ,  27 августа   1972 [1] ,  15 января   1973 [1] ,  22 марта   1973 [1] ,  30 марта   1973 [1] ,  21 апреля   1973 [1] ,  7 июня   1973 [1] ,  16 мая   1974 [1] ,  18 июня   1974 [1] ,  15 ноября   1974 [1] ,  20 августа   1981 [1] ,  27 июля   1989 [1]  и  7 августа   2004 [1]",7.3
"Мим Бим, или Чужая жизнь",детектив,Иван Войтюк,Россия     Украина,2007,
Мимо окон идут поезда,"драма, киноповесть, социальная драма","Эдуард Гаврилов ,   Валерий Кремнёв",СССР,1965,6.8
Миля чудес,драма триллер,Стив Де Джарнатт ru en,США,1988,7.0
Миля лунного света,драма мелодрама,Брэд Силберлинг,США,2002,6.6
"Милый, дорогой, любимый, единственный…",мелодрама,Динара Асанова,СССР,1984,6.7
Милый Эп,молодёжная  мелодрама,Олег Фомин,СССР,1991,6.4
Милый мальчик,драма,Альма Харель,США,2019,7.2
Мимино,"комедия ,  драма",Георгий Данелия,СССР,1977,8.1
"Милый Ханс, дорогой Пётр",драма,Александр Миндадзе,Россия   Германия   Украина   Великобритания,2015,5.9
Милый друг,Мелодрама,Самсон Самсонов,Россия,1996,6.0
Милый друг,драма,Деклан Доннеллан   Ник Ормрод,Великобритания   Франция   Италия,2012,5.4
Милый бродяга,комедия,Ёдзи Ямада,Япония,1966,6.2
Милые мёртвые девочки,драма,Далибор Матанич,Хорватия,2002,7.1
Миллионы Ферфакса,детективный фильм,Николай Ильинский,СССР,1980,5.6
Миллионы Крюгера,Музыкальная   драма,"Эмиль Нофал , Айвен Холл",ЮАР,1967,4.9
Милое семейство,"комедия, экранизация",Эрик Баллинг,Дания,1962,6.7
Милые шестнадцать лет,драма,Кен Лоуч,Великобритания,2002,7.4
Милу в мае,мелодрама  /  комедия,Луи Маль     Жан-Клод Каррьер,Франция   Италия,1990,7.2
Милые кости,"драма ,  фэнтези ,  триллер ,  детектив",Питер Джексон,США   Великобритания   Новая Зеландия,2009,6.6
Миллионы Гриссли,Фильм нуар Детективный фильм,Джон Инглиш,США,1945,6.7
Миллионы Брюстера,комедия,Уолтер Хилл,США,1985,6.5
Миллионы Брюстера,комедия,Джозеф Энабери [d],США,1921,7.1
Миллионы,комедия криминальный фильм драма семейный фильм,Дэнни Бойл,Великобритания,2004,6.8
Миллионы Брюстера,комедия,Оскар Апфель Сесил Б. ДеМилль,США,1914,6.5
Миллионер,Порнофильм,Аллесандро Дель Мар,Испания,2004,7.4
Миллионеры на один день,комедия,Андрэ Юнебель,Франция,1949,5.3
Миллионерша,романтическая   комедия,Энтони Асквит,Великобритания,1960,5.4
Миллион способов потерять голову,комедийный фильм [1] [2] […]  и  вестерн [d] [2] [3] […],Сет Макфарлейн [4] [2] […],США,2014,6.1
Миллион лет до нашей эры,"комедия 
 криминал 
 пародия",Ален Шаба,Франция,2004,5.8
Миллион лет до нашей эры 2,комедия  /  фэнтези,Жан-Жак Анно,Франция     Испания,2007,4.0
Миллион Мэдигана,комедия,Жорджио Джентили Стэнли Прагер,Италия   Испания   США,1966,4.0
Миллион за Лауру,комедия,Иероним Пшибыл,Польша,1971,5.9
Миллион лет до нашей эры,приключенческий фильм фэнтези,Дон Чеффи,Великобритания,1966,5.7
Миллион лет до нашей эры,приключенческий фильм фэнтези мелодрама фантастика,Хэл Роуч,США,1940,5.7
Миллион для чайников,комедия фэнтези триллер,Рамаа Мосли,США,2012,6.3
Миллионер из трущоб,драма мелодрама,Дэнни Бойл Лавлин Тандан,Великобритания   США,2008,8.0
Миллион для Хуана,комедия,Пол Родригес,США,1994,5.6
Миллион в брачной корзине,комедия,Всеволод Шиловский,СССР,1985,6.6
Миллионер поневоле,комедия,Стивен Брилл,США,2002,5.8
Миллион,комедия,Рене Клер,Франция,1931,7.3
Миллиардер,Порнофильм,Аллесандро Дель Мар,Испания,2008,6.2
Миллениум Мамбо,драма мелодрама,Хоу Сяосянь,Тайвань,2001,7.0
"Милая Эмма, дорогая Бёбе",драма,Иштван Сабо,Венгрия,1991,7.1
Миллиард,"комедия ,  экшн , приключения [1]",Роман Прыгунов,Россия,2019,8.4
Миленькие штучки,драма,Жиль Паке-Бреннер,Франция,2001,5.8
Меченосцы,боевик драма,Питер Чан,Гонконг   Китай,2011,7.0
Милая Фрэнсис,трагикомедия,Ноа Баумбах [5] [6] […],США,"1 сентября   2012 [2] ,  1 августа   2013 [3]  и  31 октября   2013 [4]",7.4
Меченая женщина,криминальная   драма,Ллойд Бэкон     Майкл Кертиц   (в титрах не указан),США,1937,7.1
Меченосец,боевик [1] мелодрама фантастика супергероика,Филипп Янковский,Россия,2006,4.8
"Меч, обагрённый королевской кровью",боевик драма,Чжан Чэ,Гонконг,1981,6.6
Меч судьбы,драма  /  боевик,Кихати Окамото,Япония,1966,7.9
Божественный меч,боевик драма,Чэн Ган [zh],Гонконг,1968,6.5
Меч Шарпа,военная драма,Том Клегг,Великобритания,1995,7.8
Меч короля Артура,фэнтези приключения семейный,Роберт Тиннелл,Канада   США,1995,5.1
Меч Гедеона,"триллер ,  драма",Майкл Андерсон,Канада,1986,7.0
Меч Бусидо,"боевик ,  драма ,  исторический фильм",Цугунобу Котани,"США ,  Великобритания ,  Япония",1981,5.3
Милая Чарити,мюзикл   комедия   драма,Боб Фосс,США,1969,6.9
Меч короля Артура,фэнтези приключения,Гай Ричи,США,2017,6.7
Меч и колдун,фантастика,Альберт Пьюн,США,1982,5.5
Меч и весы,драматический фильм,Андре Кайат,Франция   Италия,1963,7.0
Меч дракона,боевик [3]  и  фильм о боевых искусствах,Дэниэл Ли,Китай,2015,5.9
Меч,"боевик ,  драма ,",Кэндзи Мисуми,Япония,1964,7.5
Механика счастья,мелодрама,Нерсес Оганесян   Гор Саакян,СССР,1982,6.4
Механический мясник,"Комедия ,  фантастика",Луи Люмьер,Франция,1895,5.9
Механик: Воскрешение,боевик триллер,Деннис Ганзель,США   Франция,2016,5.7
Меч,боевик триллер,Патрик Тхам,Гонконг,1980,6.8
Механика головного мозга,документальный фильм,Всеволод Пудовкин,СССР,1926,5.7
Механическая сюита,комедия   драма,Дмитрий Месхиев,Россия,2001,6.9
Механик,"боевик ,  драма ,  триллер",Саймон Уэст,США,2011,6.5
